Calendar Day,Normative Stock Required,Receipt,Consumption,Monitored Capacity(coal),Electricity Generated_Coal,Electricity Generated_Nuclear,Electricity Generated_Hydro
2024-12-09,62395.9,2479.5,2241.7,211029.51,3297.15,167.13000000000002,251.23000000000013
2024-12-08,62395.9,2657.5,2205.0,211029.51,3237.6200000000017,170.14,225.64999999999984
2024-12-07,62395.9,2505.1,2331.7,211029.51,3416.2200000000007,174.39,248.29999999999995
2024-12-06,62395.9,2508.7,2318.0,211029.51,3436.4400000000005,173.67000000000004,260.82000000000005
2024-12-05,62395.9,2455.8,2283.6,211029.51,3348.860000000002,172.87,260.42999999999984
2024-12-04,62395.9,2307.5,2224.1,211029.51,3261.1599999999994,171.21999999999997,246.56999999999996
2024-12-03,62395.9,2382.5,2198.1,211029.51,3219.9400000000005,169.84,225.48999999999995
2024-12-02,62395.9,2412.9,2169.4,211029.51,3184.7000000000003,169.33999999999995,226.91000000000005
2024-12-01,62395.9,2434.3,2079.3,211029.51,3058.48,163.99999999999997,226.05000000000007
2024-11-30,59488.9,2369.1,2197.0,211029.51,3237.7300000000014,161.93999999999994,267.68000000000006
2024-11-29,59488.9,2454.3,2238.3,211029.51,3315.9200000000005,159.51999999999998,279.01999999999987
2024-11-28,59488.9,2491.2,2210.9,211029.51,3262.9500000000016,158.56999999999996,259.83999999999975
2024-11-27,59488.9,2519.9,2258.5,211029.51,3344.5399999999995,158.54,269.58999999999963
2024-11-26,59488.9,2449.6,2271.9,211029.51,3363.6500000000024,162.82999999999996,275.7999999999996
2024-11-25,59488.9,2418.4,2255.3,211029.51,3315.049999999998,163.66999999999996,266.53999999999985
2024-11-24,59488.9,2685.5,2214.4,211029.51,3254.319999999996,163.58999999999995,249.20999999999967
2024-11-23,59488.9,2567.4,2284.9,211029.51,3386.5299999999997,162.13,267.0400000000003
2024-11-22,59488.9,2436.3,2265.4,211029.51,3350.3500000000013,162.77999999999997,267.56999999999965
2024-11-21,59488.9,2402.5,2271.1,211029.51,3349.5699999999993,162.99,272.86
2024-11-20,59488.9,2352.4,2231.3,211029.51,3287.8,162.39,257.79999999999984
2024-11-19,59488.9,2472.5,2274.7,211029.51,3341.1800000000017,162.08999999999995,253.93000000000012
2024-11-18,59488.9,2496.1,2225.1,211029.51,3257.2300000000027,158.19,261.56000000000023
2024-11-17,59488.9,2496.8,2187.6,211029.51,3197.6699999999987,158.72000000000003,238.05000000000013
2024-11-16,59488.9,2487.4,2333.0,211029.51,3413.729999999998,159.58,255.79
2024-11-15,59488.9,2459.6,2417.9,211029.51,3535.130000000001,156.12,277.2300000000001
2024-11-14,59488.9,2422.6,2423.0,211029.51,3537.4700000000003,154.44,273.9800000000001
2024-11-13,59488.9,2367.5,2403.3,211029.51,3527.1799999999967,159.14,271.1599999999999
2024-11-12,59488.9,2543.4,2421.9,211029.51,3562.1100000000024,157.47000000000003,303.2699999999999
2024-11-11,59488.9,2458.8,2414.5,211029.51,3492.2500000000005,163.83000000000004,303.65000000000003
2024-11-10,59488.9,2490.2,2348.2,211029.51,3360.779999999998,159.89999999999998,288.62999999999994
2024-11-09,59488.9,2400.4,2440.2,211029.51,3501.5500000000006,160.10000000000002,321.9799999999999
2024-11-08,59488.9,2390.0,2407.5,211029.51,3482.8600000000006,163.61,332.5300000000001
2024-11-07,59488.9,2399.3,2418.6,211029.51,3469.8199999999993,161.01000000000002,319.49000000000046
2024-11-06,59488.9,2419.6,2398.7,211029.51,3432.8800000000033,159.24,329.4800000000001
2024-11-05,59488.9,2339.0,2350.5,211029.51,3356.11,156.32,334.1000000000001
2024-11-04,59488.9,2347.3,2261.3,211029.51,3236.770000000004,157.98999999999998,334.6200000000002
2024-11-03,59488.9,2511.6,2102.7,211029.51,2968.5499999999993,159.54,323.12000000000006
2024-11-02,59488.9,2509.8,2114.7,211029.51,2956.3999999999974,158.39,326.7299999999999
2024-10-31,56583.4,2474.8,2246.4,211029.51,3194.310000000003,157.11999999999998,360.41
2024-10-30,56583.4,2501.0,2511.2,211029.51,3606.0800000000017,156.42,404.38999999999993
2024-10-29,56583.4,2497.2,2518.6,211029.51,3635.380000000001,142.88000000000002,419.6500000000001
2024-10-28,56583.4,2477.9,2438.0,211029.51,3530.5099999999966,146.45,412.8600000000004
2024-10-27,56583.4,2440.9,2296.6,211029.51,3308.379999999998,160.43,383.66
2024-10-26,56583.4,2556.7,2347.1,211029.51,3373.440000000001,159.44,393.95000000000033
2024-10-25,56583.4,2584.0,2367.1,211029.51,3377.8500000000004,156.32,414.8499999999997
2024-10-24,56583.4,2536.0,2405.4,211029.51,3448.640000000005,153.70000000000002,419.91
2024-10-23,56583.4,2476.5,2440.3,211029.51,3502.260000000002,155.72000000000003,423.2900000000001
2024-10-22,56583.4,2405.6,2420.3,211029.51,3472.470000000002,156.2,463.0000000000006
2024-10-21,56583.4,2577.7,2411.9,211029.51,3471.2099999999987,155.44000000000003,437.30000000000007
2024-10-20,56583.4,2616.3,2337.3,211029.51,3351.63,161.58,422.15
2024-10-19,56583.4,2394.3,2455.6,211029.51,3522.2800000000007,158.52999999999997,439.83
2024-10-18,56583.4,2390.4,2446.8,211029.51,3490.8600000000006,153.65000000000003,457.2300000000004
2024-10-17,56583.4,2375.7,2413.7,211029.51,3445.35,146.67,444.6499999999997
2024-10-16,56583.4,2303.2,2404.8,211029.51,3457.100000000002,157.12999999999997,467.45000000000016
2024-10-15,56583.4,2232.3,2427.2,211029.51,3510.5000000000014,156.04999999999998,445.86000000000007
2024-10-14,56583.4,2091.5,2442.2,211029.51,3532.5999999999985,156.81,449.55999999999983
2024-10-13,56583.4,2181.1,2241.3,211029.51,3216.019999999999,156.77,438.98000000000025
2024-10-12,56583.4,2281.7,2280.0,211029.51,3239.779999999997,157.59,431.88999999999976
2024-10-11,56583.4,2281.1,2448.6,211029.51,3502.1699999999987,155.94,460.65
2024-10-10,56583.4,2371.4,2530.2,211029.51,3633.040000000001,151.41,480.95000000000016
2024-10-09,56583.4,2330.5,2620.0,210999.51,3775.630000000001,150.45999999999998,495.27999999999986
2024-10-08,56583.4,2361.2,2626.7,210969.51,3762.190000000001,151.29999999999998,528.9800000000001
2024-10-07,56583.4,2469.0,2609.9,210969.51,3687.829999999999,151.65999999999997,535.0999999999998
2024-10-06,56583.4,2480.9,2478.1,210969.51,3541.7000000000007,151.61999999999998,548.8599999999997
2024-10-05,56583.4,2538.5,2570.3,210969.51,3674.48,156.47999999999996,590.2700000000004
2024-10-04,56583.4,2231.5,2562.0,210969.51,3668.5300000000025,146.21999999999997,572.4000000000004
2024-10-03,56583.4,2338.7,2505.8,210969.51,3596.890000000001,130.63,585.8600000000001
2024-10-02,56583.4,2387.8,2503.0,210969.51,3582.7700000000004,131.57,565.3200000000004
2024-10-01,56583.4,2288.8,2547.4,210969.51,3652.0900000000015,148.70000000000002,602.3099999999995
2024-09-30,53675.8,2241.2,2490.5,210969.51,3568.889999999998,154.95999999999998,618.9700000000005
2024-09-29,53675.8,2273.8,2327.4,210969.51,3324.2600000000025,155.69000000000003,611.6600000000009
2024-09-28,53675.8,2256.5,2295.7,210969.51,3280.720000000002,149.25000000000003,632.9400000000007
2024-09-27,53675.8,2203.9,2276.6,210969.51,3229.8300000000017,158.93999999999997,635.0900000000008
2024-09-26,53675.8,2218.7,2334.4,210969.51,3345.489999999996,158.84,644.72
2024-09-25,53675.8,2249.8,2476.0,210969.51,3544.7500000000014,158.26,630.9500000000006
2024-09-24,53675.8,2484.0,2558.5,210969.51,3666.75,156.48999999999998,633.59
2024-09-23,53675.8,2334.7,2575.9,210969.51,3666.189999999997,152.88,647.57
2024-09-22,53675.8,2441.8,2489.1,210969.51,3536.11,149.45,629.4899999999999
2024-09-21,53675.8,2135.9,2514.1,210969.51,3589.37,149.08,644.6699999999996
2024-09-20,53675.8,2088.6,2508.8,210969.51,3578.210000000002,154.14999999999998,680.5199999999995
2024-09-19,53675.8,2104.6,2391.7,210969.51,3417.01,154.42,697.42
2024-09-18,53675.8,1903.6,2334.1,210969.51,3302.809999999998,153.86,688.3699999999999
2024-09-17,53675.8,1852.8,2244.9,210969.51,3188.9699999999993,167.26999999999998,675.3199999999994
2024-09-16,53675.8,2111.4,2187.2,210969.51,3120.0100000000007,167.98000000000002,697.8999999999999
2024-09-15,53675.8,2100.9,2071.0,210969.51,2926.319999999997,172.39000000000004,685.25
2024-09-14,53675.8,2171.8,2112.9,210969.51,2988.8700000000017,173.42000000000004,696.9700000000004
2024-09-13,53675.8,2224.6,2106.7,210969.51,2995.570000000001,174.0,701.59
2024-09-12,53675.8,2224.4,2126.5,210969.51,3001.34,174.99,715.9100000000002
2024-09-11,53675.8,2117.8,2205.7,210969.51,3094.0199999999986,175.51999999999998,719.87
2024-09-10,53675.8,1954.6,2188.5,210969.51,3100.5400000000013,175.38,724.4000000000002
2024-09-09,53675.8,2115.3,2185.6,210969.51,3093.3299999999986,172.61000000000004,700.3500000000009
2024-09-08,53675.8,2309.2,2092.4,210969.51,2917.49,165.83,711.6500000000008
2024-09-07,53675.8,2223.3,2163.6,210969.51,3028.529999999998,162.47,730.5900000000013
2024-09-06,53675.8,2144.4,2161.8,210969.51,3060.4599999999987,159.80999999999997,742.5000000000007
2024-09-05,53675.8,2220.4,2134.3,210969.51,2996.6999999999985,164.59000000000003,741.9000000000007
2024-09-04,53675.8,2271.1,2154.6,210969.51,3032.270000000004,170.19000000000003,742.8999999999999
2024-09-03,53675.8,2143.9,2247.9,210969.51,3195.650000000001,159.78,746.8700000000003
2024-09-02,53675.8,2238.3,2220.6,210969.51,3144.2699999999995,177.81000000000003,691.25
2024-09-01,53675.8,2147.2,2124.5,210969.51,2990.920000000002,176.94,674.7300000000004
2024-08-31,56583.4,2183.9,2243.3,210969.51,3194.350000000002,177.77999999999997,699.0000000000005
2024-08-30,56583.4,2021.8,2228.6,210969.51,3102.3200000000024,177.79,706.4400000000006
2024-08-29,56583.4,2070.2,2111.5,210969.51,2948.669999999998,177.24999999999997,700.4399999999998
2024-08-28,56583.4,2051.8,2096.1,210969.51,2940.0399999999927,178.68,708.4000000000004
2024-08-27,56583.4,2129.0,2046.3,210969.51,2838.8299999999954,178.67000000000002,705.96
2024-08-26,56583.4,2097.7,2041.4,210969.51,2859.239999999998,178.59,694.5999999999996
2024-08-25,56583.4,2164.5,2021.3,210969.51,2814.7899999999977,178.57000000000005,678.9699999999998
2024-08-24,56583.4,1965.4,2226.6,210969.51,3169.189999999997,176.97000000000006,681.5600000000006
2024-08-23,56583.4,2146.9,2371.3,210969.51,3369.670000000001,176.03,684.51
2024-08-22,56583.4,2087.7,2432.6,210969.51,3468.6599999999967,163.91000000000005,701.1400000000007
2024-08-21,56583.4,2040.4,2416.1,210969.51,3439.24,163.11999999999998,688.3199999999996
2024-08-20,56583.4,2099.2,2341.0,210969.51,3307.8900000000026,164.04000000000002,686.4499999999994
2024-08-19,56583.4,2194.6,2364.4,210969.51,3363.4500000000007,174.43,691.0799999999996
2024-08-18,56583.4,2138.6,2352.9,210969.51,3332.4900000000034,177.95999999999998,707.0999999999997
2024-08-17,56583.4,2116.3,2430.3,210969.51,3471.959999999999,177.90999999999997,719.3999999999999
2024-08-16,56583.4,2086.3,2454.3,210969.51,3526.9700000000007,177.01999999999998,724.9900000000005
2024-08-15,56583.4,2174.0,2328.9,210969.51,3296.6700000000023,176.92999999999998,706.1999999999999
2024-08-14,56583.4,2080.8,2480.6,210969.51,3548.5900000000006,176.46999999999994,739.74
2024-08-13,56583.4,2021.7,2397.0,210969.51,3410.4000000000033,175.81999999999996,744.2299999999998
2024-08-12,56583.4,2018.4,2210.6,210969.51,3160.2599999999993,176.93999999999997,719.37
2024-08-11,56583.4,2014.9,2092.5,210969.51,2963.619999999999,177.54,619.5600000000009
2024-08-10,56583.4,1936.7,2263.0,210969.51,3192.150000000001,178.28999999999996,711.7700000000008
2024-08-09,56583.4,2051.7,2288.0,210969.51,3250.5300000000007,178.17000000000002,708.1700000000006
2024-08-08,56583.4,1930.5,2227.8,210969.51,3157.210000000001,176.02,709.520000000001
2024-08-07,56583.4,2003.3,2244.2,210969.51,3182.339999999997,175.83999999999995,712.5099999999999
2024-08-06,56583.4,1914.9,2337.5,210969.51,3308.439999999999,175.52,694.8199999999997
2024-08-05,56583.4,2024.0,2304.6,210969.51,3263.329999999999,175.63,692.6500000000004
2024-08-04,56583.4,2034.7,2048.3,210969.51,2887.9100000000003,176.44,657.5000000000007
2024-08-03,56583.4,2081.7,2110.3,210969.51,2975.579999999999,178.6,675.2000000000006
2024-08-02,56583.4,1987.7,2130.8,210969.51,3052.499999999998,176.61,636.7800000000004
2024-08-01,56583.4,2087.0,2162.5,210969.51,3134.1299999999987,175.94,590.1300000000001
2024-07-31,59488.9,2245.9,2397.4,210969.51,3488.959999999999,175.48,653.37
2024-07-30,59488.9,2217.0,2460.1,210969.51,3596.769999999998,174.15,672.2999999999989
2024-07-29,59488.9,2269.6,2426.4,210969.51,3533.3300000000004,172.35000000000002,646.4199999999995
2024-07-28,59488.9,2121.1,2291.7,210969.51,3312.6600000000008,168.36,605.7400000000001
2024-07-27,59488.9,2151.8,2323.3,210969.51,3292.5599999999963,165.95,593.92
2024-07-25,59488.9,2240.1,2264.0,210969.51,3271.250000000004,169.37000000000003,577.8299999999996
2024-07-24,59488.9,2252.4,2295.3,210969.51,3304.38,171.57,565.1599999999996
2024-07-23,59488.9,2217.1,2343.0,210969.51,3386.4500000000025,172.00999999999996,572.5099999999999
2024-07-22,59488.9,2293.6,2385.5,210969.51,3470.549999999998,166.34,572.5599999999991
2024-07-21,59488.9,2491.0,2321.8,210969.51,3370.169999999998,164.27999999999997,567.16
2024-07-20,59488.9,2348.5,2409.1,210969.51,3502.0999999999976,166.26,592.5099999999999
2024-07-19,59488.9,2359.5,2391.3,210969.51,3456.7,166.92,575.2000000000002
2024-07-18,59488.9,2333.7,2432.5,210969.51,3548.499999999998,166.07999999999998,574.9399999999995
2024-07-17,59488.9,2407.6,2444.6,210969.51,3564.0999999999967,162.66000000000005,583.5699999999995
2024-07-16,59488.9,2389.1,2427.2,210969.51,3572.4999999999977,161.59000000000003,548.4199999999993
2024-07-15,59488.9,2465.7,2468.3,210969.51,3626.2800000000007,159.62000000000003,531.4199999999998
2024-07-14,59488.9,2479.4,2303.1,210969.51,3385.8999999999965,151.99000000000004,477.06999999999994
2024-07-13,59488.9,2397.3,2319.8,210969.51,3389.4300000000017,152.20999999999998,489.92999999999967
2024-07-12,59488.9,2360.7,2329.2,210969.51,3410.1799999999976,148.83999999999995,509.99999999999966
2024-07-11,59488.9,2452.2,2471.9,210969.51,3599.800000000002,143.61,537.93
2024-07-10,59488.9,2620.6,2489.0,210969.51,3660.040000000003,135.37,536.09
2024-07-09,59488.9,2414.4,2499.3,210969.51,3653.330000000001,129.57,523.3300000000003
2024-07-08,59488.9,2334.1,2433.7,210969.51,3514.8100000000013,129.43,525.5000000000003
2024-07-07,59488.9,2400.9,2149.6,210969.51,3074.51,127.85,482.7200000000001
2024-07-06,59488.9,2246.5,2168.3,210969.51,3078.9700000000016,126.89,474.9099999999999
2024-07-05,59488.9,2279.2,2317.6,210969.51,3350.4700000000003,126.58,508.61
2024-07-04,59488.9,2384.8,2294.5,210969.51,3324.53,126.96,514.2799999999992
2024-07-03,59488.9,2214.0,2258.8,210969.51,3258.2099999999978,127.23,487.31
2024-07-02,59488.9,2193.7,2243.4,210969.51,3227.9900000000057,134.73,503.46000000000015
2024-07-01,59488.9,2170.7,2305.4,210969.51,3365.149999999999,137.92999999999998,477.11000000000007
2024-06-30,70558.7841516,2369.0,2293.48,210969.51,3365.5500000000006,141.23999999999998,481.5100000000004
2024-06-12,70558.7841516,2635.56,2570.35,210969.51,3807.2200000000025,138.90000000000003,423.03000000000014
2024-06-06,70558.7841516,2653.86,2501.24,210969.51,3719.6600000000017,139.24,425.3599999999996
2024-06-05,70558.7841516,2557.31,2556.77,210969.51,3809.499999999998,138.31,442.09000000000026
2024-06-04,70558.7841516,2674.11,2609.45,210969.51,3893.1600000000017,139.69,465.60000000000025
2024-06-03,70558.7841516,2550.61,2646.52,210969.51,3966.440000000004,139.36,463.7000000000001
2024-06-02,70558.7841516,2396.14,2585.1,210969.51,3839.24,144.28,440.0200000000001
2024-05-31,70558.7841516,2552.45,2601.89,210969.51,3905.6700000000014,145.05999999999997,505.38999999999976
2024-05-30,70558.7841516,2549.28,2623.19,210969.51,3940.560000000001,133.8,498.8499999999999
2024-05-29,70558.7841516,2584.51,2468.78,210969.51,3691.7600000000007,132.16,505.99000000000007
2024-05-28,70558.7841516,2576.87,2446.06,210969.51,3637.660000000004,132.03,464.83000000000015
2024-05-27,70558.7841516,2549.0099999999998,2399.92,210969.51,3589.8899999999985,132.23000000000002,463.91000000000014
2024-05-26,70558.7841516,2619.21,2413.4,210969.51,3568.24,132.51999999999998,438.90999999999985
2024-05-25,70558.7841516,2485.8,2593.58,210969.51,3837.9499999999975,132.43999999999997,456.52
2024-05-24,70558.7841516,2637.52,2650.94,210969.51,4003.370000000004,130.87999999999997,479.7900000000001
2024-05-23,70558.7841516,2616.38,2632.44,210969.51,3940.68,131.91,477.39
2024-05-21,70558.7841516,2683.78,2586.06,210969.51,3876.5399999999954,129.57,450.9699999999999
2024-05-20,70558.7841516,2550.04,2548.8,210969.51,3812.06,140.25,439.6999999999997
2024-05-19,70558.7841516,2762.78,2511.35,210969.51,3757.099999999999,139.16,437.80999999999983
2024-05-18,70558.7841516,2512.75,2632.4900000000002,210969.51,3937.399999999997,140.8,425.80999999999995
2024-05-17,70558.7841516,2631.45,2630.83,210969.51,3989.5799999999986,140.06999999999996,395.3499999999999
2024-05-16,70558.7841516,2591.67,2658.93,210969.51,3981.729999999997,143.16000000000005,380.24
2024-05-15,70558.7841516,2668.52,2605.84,210969.51,3911.879999999994,135.35,391.50000000000006
2024-05-14,70558.7841516,2623.51,2558.6,210969.51,3823.189999999999,119.05,353.83999999999946
2024-05-13,70558.7841516,2514.93,2571.2599999999998,210969.51,3848.3399999999992,121.43,359.28000000000003
2024-05-12,70558.7841516,2642.1,2520.78,210969.51,3737.0599999999968,141.58999999999995,358.36000000000007
2024-05-10,70558.7841516,2592.21,2538.0099999999998,210969.51,3796.8099999999968,160.17000000000002,369.5199999999996
2024-05-09,70558.7841516,2550.83,2567.05,210969.51,3830.9699999999966,168.03,354.11999999999983
2024-05-08,70558.7841516,2511.86,2529.02,210969.51,3794.6,166.26,328.7700000000002
2024-05-07,70558.7841516,2398.53,2558.13,210969.51,3840.8600000000006,163.02,302.69000000000017
2024-05-06,70558.7841516,2595.55,2653.22,210969.51,4028.039999999999,155.18,304.49
2024-05-05,70558.7841516,2469.55,2556.92,210969.51,3884.2399999999993,153.43999999999997,288.19
2024-05-03,70558.7841516,2608.57,2646.89,210969.51,4036.1500000000015,156.28000000000003,287.9300000000002
2024-05-02,70558.7841516,2631.75,2588.68,210969.51,3942.9399999999982,142.98000000000002,290.4600000000004
2024-05-01,70558.7841516,2450.0099999999998,2482.81,210969.51,3776.439999999999,143.11,277.1800000000004
2024-04-30,70558.7841516,2510.93,2644.65,210969.51,3992.9400000000014,143.01999999999995,319.5100000000002
2024-04-29,70558.7841516,2466.71,2621.15,210969.51,3984.269999999999,137.15,321.1599999999999
2024-04-28,70558.7841516,2585.65,2558.63,210969.51,3867.4800000000014,137.39,311.9299999999999
2024-04-26,70558.7841516,2463.31,2619.73,210969.51,3966.6599999999994,136.73,302.1700000000004
2024-04-25,70560.05236328505,2469.24,2645.61,210969.51,4014.130000000001,145.49,297.4100000000001
2024-04-24,70519.06897089463,2391.9900000000002,2563.98,210969.51,3895.51,146.37,275.4499999999998
2024-04-23,70519.06897089463,2464.82,2548.99,210969.51,3849.0699999999993,149.32999999999998,268.98
2024-04-22,70519.06897089463,2573.22,2561.08,210969.51,3864.6799999999994,150.47,276.50000000000006
2024-04-21,70519.06897089463,2536.31,2516.77,210969.51,3802.730000000003,161.48,265.9300000000002
2024-04-20,70519.06897089463,2464.51,2551.9,210969.51,3895.07,164.55,266.71
2024-04-19,70519.06897089463,2570.73,2561.09,210969.51,3804.5700000000015,160.66,280.31000000000006
2024-04-18,70519.06897089463,2492.76,2649.6,210969.51,3955.3000000000006,157.07,283.1799999999998
2024-04-17,70519.06897089463,2559.29,2625.81,210969.51,3922.979999999998,154.95,282.3399999999998
2024-04-16,70519.06897089463,2496.83,2585.48,210969.51,3908.209999999997,146.86999999999998,305.47999999999973
2024-04-15,70519.06897089463,2611.91,2581.79,210969.51,3902.680000000004,138.86,271.9000000000001
2024-04-14,70519.06897089463,2637.65,2438.7,210969.51,3673.0700000000006,139.21,223.25000000000003
2024-04-13,70519.06897089463,2660.87,2492.02,210969.51,3837.16,136.37,216.31000000000017
2024-04-11,70519.06897089463,2597.2,2533.43,210969.51,3837.769999999997,128.87,224.02999999999983
2024-04-10,70519.06897089463,2535.69,2570.18,210969.51,3890.46,139.98000000000002,218.9000000000001
2024-04-09,70519.06897089463,2576.18,2547.88,210969.51,3872.28,132.35000000000002,221.93
2024-04-08,70519.06897089463,2517.77,2544.78,210969.51,3834.209999999997,132.79000000000002,233.54
2024-04-07,70519.06897089463,2683.9,2503.15,210969.51,3766.5699999999993,133.92999999999998,228.78
2024-04-05,70519.06897089463,2371.5,2620.08,210969.51,3991.98,131.37,268.4699999999997
2024-04-04,70519.06897089463,2365.73,2612.97,210969.51,3986.3499999999967,124.96999999999998,259.5199999999997
2024-04-03,70519.06897089463,2237.55,2570.06,210969.51,3902.250000000003,122.99,262.7699999999999
2024-04-02,70519.06897089463,2405.8,2516.79,210969.51,3817.3800000000047,122.73,257.9600000000001
2024-04-01,69259.47335540899,2442.57,2492.73,210969.51,3731.190000000001,117.82,252.22000000000008
2024-03-31,69259.47335540899,2811.73,2438.86,210969.51,3674.7999999999984,118.07,248.86999999999983
2024-03-30,69259.47335540899,2745.97,2549.77,210969.51,3845.919999999999,113.46,246.69
2024-03-29,69259.47335540899,2556.01,2571.57,210969.51,3919.8,118.13,257.7400000000002
2024-03-28,69259.47335540899,2568.39,2531.81,210969.51,3874.9400000000032,133.49,268.95999999999987
2024-03-27,69259.47335540899,2536.43,2442.65,210969.51,3727.0799999999986,134.58,243.56
2024-03-26,69259.47335540899,2389.73,2291.59,210969.51,3467.180000000003,134.62,236.70000000000005
2024-03-25,69259.47335540899,2377.42,2176.57,210969.51,3258.8199999999997,134.3,204.57
2024-03-24,69259.47335540899,2666.93,2338.83,210969.51,3514.6900000000014,134.65,212.93000000000012
2024-03-22,69259.47335540899,2712.16,2449.56,210969.51,3695.150000000001,134.66,234.64
2024-03-21,69259.47335540899,2565.61,2411.53,210969.51,3619.210000000004,132.51,205.58999999999975
2024-03-20,69259.47335540899,2653.75,2428.58,210969.51,3627.78,134.2,191.60000000000005
2024-03-19,69259.47335540899,2573.58,2482.59,210969.51,3746.589999999997,127.51,208.91999999999985
2024-03-18,69259.47335540899,2820.82,2482.42,210969.51,3753.2799999999975,125.64,206.79000000000008
2024-03-17,69259.47335540899,2721.33,2381.81,210969.51,3592.670000000001,134.72,190.5600000000001
2024-03-16,69259.47335540899,2561.03,2508.73,210969.51,3801.310000000003,134.68,205.48
2024-03-15,69259.47335540899,2698.82,2531.79,210969.51,3848.18,134.39,217.74
2024-03-14,69259.47335540899,2617.497,2521.169,210969.51,3821.1,135.17,234.36
2024-03-13,69259.47335540899,2646.547,2486.319,210969.51,3766.940000000004,133.71,232.7300000000002
2024-03-12,68637.03263540899,2542.358,2475.258,210309.51,3761.4699999999975,129.09,236.3299999999998
2024-03-10,68637.03263540899,2776.228,2344.168,210309.51,3531.370000000001,119.44,213.83000000000013
2024-03-09,68637.03263540899,2644.959,2373.239,210309.51,3577.34,119.12999999999998,224.69000000000003
2024-03-08,68637.03263540899,2558.949,2391.279,210309.51,3603.189999999999,119.32999999999998,220.19
2024-03-07,68637.03263540899,2523.669,2398.829,208189.51,3589.5499999999997,118.66,223.88
2024-03-06,68637.03263540899,2596.299,2386.349,208189.51,3573.34,118.68,216.7899999999999
2024-03-05,68637.03263540899,2559.419,2315.549,208189.51,3463.880000000001,120.15999999999998,221.16999999999985
2024-03-04,68637.03263540899,2585.896,2271.323,208189.51,3388.930000000003,134.47000000000003,232.4200000000002
2024-03-03,68637.03263540899,2648.159,2115.709,208189.51,3146.3799999999987,129.68,224.40000000000015
2024-02-29,68242.945435409,2532.342,2369.305,208189.51,3606.5300000000016,133.23,192.97
2024-02-28,68242.945435409,2669.222,2334.705,208189.51,3522.1500000000037,135.18000000000004,200.07
2024-02-27,68242.945435409,2543.082,2285.575,208189.51,3460.7400000000007,125.96000000000002,197.61999999999983
2024-02-26,68242.945435409,2782.792,2341.865,208189.51,3545.859999999998,112.7,198.38999999999996
2024-02-25,68242.945435409,2723.732,2382.575,208189.51,3540.3299999999977,120.61,188.1999999999998
2024-02-23,68242.945435409,2560.858,2442.071,208189.51,3706.2200000000016,123.06,225.61999999999995
2024-02-22,68242.945435409,2641.428,2399.261,208189.51,3654.54,122.95000000000005,225.15999999999983
2024-02-21,68242.945435409,2637.021,2373.69,208189.51,3608.049999999997,122.24,222.6300000000002
2024-02-20,68242.945435409,2559.151,2386.54,208189.51,3617.1800000000007,122.82,225.44000000000025
2024-02-19,68242.945435409,2474.061,2280.35,208189.51,3408.549999999997,122.37,204.06
2024-02-18,68242.945435409,2420.522,2292.468,208189.51,3443.940000000002,105.95000000000002,180.92
2024-02-17,68242.945435409,2443.263,2399.062,208189.51,3612.869999999999,105.82999999999998,198.0999999999999
2024-02-16,68242.945435409,2540.938,2367.138,208189.51,3555.6300000000033,105.84,193.95000000000007
2024-02-15,68242.945435409,2539.188,2363.928,208189.51,3550.5400000000004,105.92,193.98000000000005
2024-02-14,68242.945435409,2740.21,2372.678,208189.51,3591.0700000000006,107.14,195.80000000000004
2024-02-13,68242.945435409,2569.169,2390.11,208189.51,3619.5500000000034,107.11,201.16000000000005
2024-02-12,68242.945435409,2502.888,2337.82,208189.51,3550.019999999998,106.23,204.2699999999998
2024-02-11,68242.945435409,2562.628,2253.43,208189.51,3418.4200000000033,106.26999999999998,177.65000000000003
2024-02-10,68242.945435409,2537.972,2332.386,208189.51,3553.8300000000013,117.34000000000002,205.60000000000005
2024-02-09,68242.945435409,2517.722,2359.386,208189.51,3594.6400000000044,122.89000000000004,213.80000000000013
2024-02-08,68242.945435409,2590.122,2326.596,208189.51,3559.4400000000032,122.46999999999998,202.10999999999996
2024-02-07,68242.945435409,2593.063,2382.627,208189.51,3604.9499999999966,123.05,213.48000000000016
2024-02-06,68242.945435409,2589.443,2393.937,208189.51,3621.2499999999977,123.05,220.10000000000008
2024-02-05,68242.945435409,2655.563,2335.757,208189.51,3532.7899999999986,122.02,204.38999999999993
2024-02-04,68242.945435409,2486.753,2328.247,208089.51,3515.8000000000006,122.71,184.41
2024-02-03,68242.945435409,2425.193,2420.747,207775.51,3684.3000000000015,121.76999999999998,220.19000000000008
2024-02-02,68242.945435409,2480.813,2422.277,207775.51,3682.88,122.30999999999996,219.3400000000001
2024-02-01,68242.945435409,2505.803,2375.647,207775.51,3581.2300000000005,121.96999999999998,204.85000000000025
2024-01-31,63163.05865977911,2547.656,2430.971,207775.51,3673.980000000001,122.17,213.94000000000017
2024-01-30,63163.05865977911,2487.332,2464.398,207775.51,3712.920000000001,122.37000000000002,229.27000000000024
2024-01-29,63163.05865977911,2550.772,2427.538,207775.51,3671.1900000000014,124.36,223.69000000000003
2024-01-28,63163.05865977911,2506.296,2401.97,207775.51,3615.84,140.68000000000004,194.75999999999996
2024-01-27,63163.05865977911,2561.11,2374.55,207775.51,3576.3399999999974,136.1,207.18000000000012
