Country,Year,Month,Calendar Day,Types Of Fuel,Type Of Category,"Monitored Capacity  (UOM:MW(MegaWatt)), Scaling Factor:1","Targeted Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1","Actual Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-15,Coal,Thermal,204079.500000000000,3362.9700000000000000,3212.3700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-15,Nuclear,Nuclear,6780.0000000000000000,104.4800000000000000,114.0700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-15,Hydro,Hydro,46722.520000000000,407.1100000000000000,469.5800000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-14,Coal,Thermal,204079.500000000000,3362.9700000000000000,3317.9600000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-14,Nuclear,Nuclear,6780.0000000000000000,104.4800000000000000,114.0200000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-14,Hydro,Hydro,46722.520000000000,407.1100000000000000,493.3200000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-13,Coal,Thermal,204079.500000000000,3363.0500000000000000,3333.0600000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-13,Nuclear,Nuclear,6780.0000000000000000,104.4800000000000000,113.5100000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-13,Hydro,Hydro,46722.520000000000,407.1100000000000000,461.0200000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-12,Coal,Thermal,204079.500000000000,3363.0500000000000000,3366.4400000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-12,Nuclear,Nuclear,6780.0000000000000000,104.4800000000000000,110.1100000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-12,Hydro,Hydro,46722.520000000000,407.1100000000000000,431.8200000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-11,Coal,Thermal,204079.500000000000,3363.0500000000000000,3409.0700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-11,Nuclear,Nuclear,6780.0000000000000000,104.4800000000000000,109.7400000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-11,Hydro,Hydro,46722.520000000000,407.1100000000000000,407.2800000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-10,Coal,Thermal,204079.500000000000,3359.9800000000000000,3406.8700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-10,Nuclear,Nuclear,6780.0000000000000000,104.4800000000000000,112.0700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-10,Hydro,Hydro,46722.520000000000,407.1100000000000000,385.4600000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-09,Coal,Thermal,204079.500000000000,3359.9800000000000000,3455.5500000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-09,Nuclear,Nuclear,6780.0000000000000000,104.4800000000000000,114.2800000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-09,Hydro,Hydro,46722.520000000000,407.1100000000000000,369.8900000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-08,Coal,Thermal,204079.500000000000,3359.9800000000000000,3420.0700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-08,Nuclear,Nuclear,6780.0000000000000000,104.4800000000000000,113.7800000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-08,Hydro,Hydro,46722.520000000000,407.1100000000000000,352.2800000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-07,Coal,Thermal,204079.500000000000,3359.9800000000000000,3540.2400000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-07,Nuclear,Nuclear,6780.0000000000000000,104.4800000000000000,113.6300000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-07,Hydro,Hydro,46722.520000000000,407.1100000000000000,367.2000000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-06,Coal,Thermal,204079.500000000000,3347.7400000000000000,3531.4000000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-06,Nuclear,Nuclear,6780.0000000000000000,104.4800000000000000,113.6600000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-06,Hydro,Hydro,46722.520000000000,407.1100000000000000,371.1000000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-05,Coal,Thermal,204079.500000000000,3298.9000000000000000,3409.6300000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-05,Nuclear,Nuclear,6780.0000000000000000,104.4800000000000000,113.7700000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-05,Hydro,Hydro,46722.520000000000,407.1100000000000000,392.3500000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-04,Coal,Thermal,204079.500000000000,3293.0900000000000000,3442.4600000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-04,Nuclear,Nuclear,6780.0000000000000000,108.9800000000000000,114.6200000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-04,Hydro,Hydro,46722.520000000000,407.1100000000000000,395.8400000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-03,Coal,Thermal,204079.500000000000,3293.3600000000000000,3423.1000000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-03,Nuclear,Nuclear,6780.0000000000000000,108.9800000000000000,113.8300000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-03,Hydro,Hydro,46722.520000000000,407.1100000000000000,401.0800000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-02,Coal,Thermal,204079.500000000000,3293.3600000000000000,3436.8100000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-02,Nuclear,Nuclear,6780.0000000000000000,108.9800000000000000,114.5800000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-02,Hydro,Hydro,46722.520000000000,407.1100000000000000,367.1800000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-01,Coal,Thermal,204079.500000000000,3293.3600000000000000,3309.7500000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-01,Nuclear,Nuclear,6780.0000000000000000,108.9800000000000000,114.1100000000000000
India,"Calendar Year (Jan - Dec), 2022","May, 2022",2022-05-01,Hydro,Hydro,46722.520000000000,407.1000000000000000,330.2600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-30,Coal,Thermal,204079.500000000000,3408.9700000000000000,3478.0700000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-30,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,114.5300000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-30,Hydro,Hydro,46722.520000000000,326.8100000000000000,374.8800000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-29,Coal,Thermal,204079.500000000000,3402.4700000000000000,3535.1700000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-29,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,109.9600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-29,Hydro,Hydro,46722.520000000000,326.8100000000000000,398.3500000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-28,Coal,Thermal,204079.500000000000,3397.3600000000000000,3582.5000000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-28,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,109.5600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-28,Hydro,Hydro,46722.520000000000,326.8100000000000000,399.1600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-27,Coal,Thermal,204079.500000000000,3397.3600000000000000,3604.0700000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-27,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,108.5400000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-27,Hydro,Hydro,46722.520000000000,326.8100000000000000,390.3800000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-26,Coal,Thermal,204079.500000000000,3397.3600000000000000,3594.5700000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-26,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,109.0600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-26,Hydro,Hydro,46722.520000000000,326.8100000000000000,375.4200000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-25,Coal,Thermal,204079.500000000000,3388.5600000000000000,3603.5200000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-25,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,109.9300000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-25,Hydro,Hydro,46722.520000000000,326.8100000000000000,350.3400000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-24,Coal,Thermal,204079.500000000000,3412.4800000000000000,3467.9600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-24,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,109.8700000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-24,Hydro,Hydro,46722.520000000000,326.8100000000000000,323.6300000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-23,Coal,Thermal,204079.500000000000,3412.4800000000000000,3579.5300000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-23,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,109.7500000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-23,Hydro,Hydro,46722.520000000000,326.8100000000000000,371.4800000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-22,Coal,Thermal,204079.500000000000,3412.4800000000000000,3550.2900000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-22,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,109.9000000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-22,Hydro,Hydro,46722.520000000000,326.8100000000000000,360.7600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-21,Coal,Thermal,204079.500000000000,3423.2400000000000000,3564.8100000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-21,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,112.6400000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-21,Hydro,Hydro,46722.520000000000,326.8100000000000000,381.6800000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-20,Coal,Thermal,204079.500000000000,3418.8400000000000000,3540.9000000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-20,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,113.0100000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-20,Hydro,Hydro,46722.520000000000,326.8100000000000000,390.2700000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-19,Coal,Thermal,204079.500000000000,3405.0400000000000000,3556.3900000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-19,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,113.0800000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-19,Hydro,Hydro,46722.520000000000,326.8100000000000000,380.7200000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-18,Coal,Thermal,204079.500000000000,3405.0400000000000000,3515.4900000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-18,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,114.6800000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-18,Hydro,Hydro,46722.520000000000,326.8100000000000000,353.2800000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-17,Coal,Thermal,204079.500000000000,3405.0400000000000000,3390.4100000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-17,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,115.1100000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-17,Hydro,Hydro,46722.520000000000,326.8100000000000000,302.9900000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-16,Coal,Thermal,204079.500000000000,3409.8500000000000000,3533.6900000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-16,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,115.4600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-16,Hydro,Hydro,46722.520000000000,326.8100000000000000,324.9800000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-15,Coal,Thermal,204079.500000000000,3391.9800000000000000,3478.4000000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-15,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,115.4900000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-15,Hydro,Hydro,46722.520000000000,326.8100000000000000,343.4200000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-14,Coal,Thermal,204079.500000000000,3424.4100000000000000,3493.2600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-14,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,115.5400000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-14,Hydro,Hydro,46722.520000000000,326.8100000000000000,371.4900000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-13,Coal,Thermal,204079.500000000000,3424.4100000000000000,3524.7500000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-13,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,115.4100000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-13,Hydro,Hydro,46722.520000000000,326.8100000000000000,417.2600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-12,Coal,Thermal,204079.500000000000,3424.4100000000000000,3497.8100000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-12,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,117.4300000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-12,Hydro,Hydro,46722.520000000000,326.8100000000000000,427.1300000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-11,Coal,Thermal,204079.500000000000,3424.4100000000000000,3467.2700000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-11,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,118.8200000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-11,Hydro,Hydro,46722.520000000000,326.8100000000000000,421.1100000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-10,Coal,Thermal,204079.500000000000,3447.6100000000000000,3414.0700000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-10,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,120.8000000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-10,Hydro,Hydro,46722.520000000000,326.8100000000000000,394.3200000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-09,Coal,Thermal,204079.500000000000,3455.7800000000000000,3518.8600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-09,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,121.0500000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-09,Hydro,Hydro,46722.520000000000,326.8100000000000000,419.3800000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-08,Coal,Thermal,204079.500000000000,3455.7800000000000000,3539.7000000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-08,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,121.3500000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-08,Hydro,Hydro,46722.520000000000,326.8100000000000000,432.3600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-07,Coal,Thermal,204079.500000000000,3457.0600000000000000,3532.4900000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-07,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,120.2100000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-07,Hydro,Hydro,46722.520000000000,326.8100000000000000,434.7200000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-06,Coal,Thermal,204079.500000000000,3454.6800000000000000,3499.6400000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-06,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,120.6200000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-06,Hydro,Hydro,46722.520000000000,326.8100000000000000,426.8200000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-05,Coal,Thermal,204079.500000000000,3454.6800000000000000,3549.1000000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-05,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,120.4600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-05,Hydro,Hydro,46722.520000000000,326.8100000000000000,434.1700000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-04,Coal,Thermal,204079.500000000000,3451.6800000000000000,3526.0400000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-04,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,121.5000000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-04,Hydro,Hydro,46722.520000000000,326.8100000000000000,411.3600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-03,Coal,Thermal,204079.500000000000,3451.6800000000000000,3404.5600000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-03,Nuclear,Nuclear,6780.0000000000000000,108.9900000000000000,122.7500000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-03,Hydro,Hydro,46722.520000000000,326.8100000000000000,366.0900000000000000
India,"Calendar Year (Jan - Dec), 2022","April, 2022",2022-04-02,Coal,Thermal,204079.500000000000,3451.6800000000000000,3517.6900000000000000
